subject,predicate,object,birthPlace,,,object,2024-04-13,
Adam_Michał_Czartoryski ,age ,118,Pełkinie ,,,1906-01-16,,118
Adam_Michał_Czartoryski ,gender ,Male_gender ,Pełkinie ,,,,,
Adefunmi ,age ,95,Detroit ,,,1928-10-05,,95
Adefunmi ,gender ,Male_gender ,Detroit ,,,,,
Adel_Hassan_Hamad ,age ,66,Sudan ,,,1958-01-01,,66
Adel_Hassan_Hamad ,gender ,Male_gender ,Sudan ,,,,,
Adel_Noori ,age ,44,Xinjiang ,,,1979-11-12,,44
Adel_Noori ,gender ,Male_gender ,Xinjiang ,,,,,
Adel_Noori ,nationality ,China ,Xinjiang ,,,,,
Elizabeth_de_Bohun_u002C__Countess_of_Northampton ,age ,711,Badlesmere_u002C__Kent ,,,1313-01-01,,711
Elizabeth_de_Bohun_u002C__Countess_of_Northampton ,gender ,Female__u0028_gender_u0029_ ,Badlesmere_u002C__Kent ,,,,,
Jagat_Shumsher_Rana ,age ,198,Kingdom_of_Nepal ,,,1826-01-01,,198
Jagat_Shumsher_Rana ,gender ,Male_gender ,Kingdom_of_Nepal ,,,,,
Margaret_de_Clare_u002C__Baroness_Badlesmere ,age ,736,Lordship_of_Ireland ,,,1287-04-08,,736
Margaret_de_Clare_u002C__Baroness_Badlesmere ,gender ,Female__u0028_gender_u0029_ ,Lordship_of_Ireland ,,,,,
Margaret_de_Clare_u002C__Baroness_Badlesmere ,knowsLanguage ,English_language_generic_instance ,Lordship_of_Ireland ,,,,,
Mochammad_Sanoesi ,age ,89,Bogor ,,,1935-02-15,,89
Mochammad_Sanoesi ,gender ,Male_gender ,Bogor ,,,,,
Mochammad_Sanoesi ,knowsLanguage ,Indonesian_language_generic_instance ,Bogor ,,,,,
Mochammad_Sanoesi ,nationality ,Indonesia ,Bogor ,,,,,
Baybars_al-Ala_u0027_i ,gender ,Male_gender ,Egypt ,,,,,
Bayin_Htwe ,gender ,Male_gender ,Tharrawaddy_u002C__Myanmar ,,,,,
Ben_Bowen ,age ,21,Huntington_u002C__West_Virginia ,,,2002-11-14,,21
Ben_Bowen ,gender ,Male_gender ,Huntington_u002C__West_Virginia ,,,,,
Ben_Bowen ,knowsLanguage ,English_language_generic_instance ,Huntington_u002C__West_Virginia ,,,,,
Ben_Bowen ,nationality ,United_States ,Huntington_u002C__West_Virginia ,,,,,
Benjamin_Chapman ,age ,403,Hinckley ,,,1621-01-01,,403
Benjamin_Chapman ,gender ,Male_gender ,Hinckley ,,,,,
Benjamin_Kelsey ,age ,211,Kentucky ,,,1813-01-01,,211
Benjamin_Kelsey ,gender ,Male_gender ,Kentucky ,,,,,
Benjamin_Kelsey ,nationality ,United_States ,Kentucky ,,,,,
Benjamin_Pearse ,age ,192,Devon ,,,1832-01-19,,192
Benjamin_Pearse ,gender ,Male_gender ,Devon ,,,,,
Benoît_Sinzogan ,age ,93,Abomey ,,,1930-07-14,,93
Benoît_Sinzogan ,gender ,Male_gender ,Abomey ,,,,,
Benoît_Sinzogan ,knowsLanguage ,French_language_generic_instance ,Abomey ,,,,,
Benoît_Sinzogan ,nationality ,Benin ,Abomey ,,,,,
Charles_Minot_Dole ,age ,124,Tyngsborough_u002C__Massachusetts ,,,1899-04-18,,124
Charles_Minot_Dole ,gender ,Male_gender ,Tyngsborough_u002C__Massachusetts ,,,,,
Charles_Minot_Dole ,nationality ,United_States ,Tyngsborough_u002C__Massachusetts ,,,,,
Charles_Pawsey ,award ,Military_Cross ,Surbiton ,,,,,
Charles_Pawsey ,award ,Knight_Bachelor_generic_instance ,Surbiton ,,,,,
Charles_Pawsey ,award ,Companion_Of_The_Order_Of_The_Indian_Empire_Q16008317_generic_instance ,Surbiton ,,,,,
Charles_Pawsey ,age ,129,Surbiton ,,,1894-07-14,,129
Charles_Pawsey ,gender ,Male_gender ,Surbiton ,,,,,
Charles_Pawsey ,knowsLanguage ,English_language_generic_instance ,Surbiton ,,,,,
Charles_Read__u0028_Medal_of_Honor_u0029_ ,award ,Medal_of_Honor_generic_instance ,Cambridge_u002C__New_York ,,,,,
Charles_Read__u0028_Medal_of_Honor_u0029_ ,age ,184,Cambridge_u002C__New_York ,,,1840-01-01,,184
Charles_Read__u0028_Medal_of_Honor_u0029_ ,gender ,Male_gender ,Cambridge_u002C__New_York ,,,,,
Charles_Read__u0028_Medal_of_Honor_u0029_ ,nationality ,United_States ,Cambridge_u002C__New_York ,,,,,
Charles_Solomon__u0028_racketeer_u0029_ ,age ,140,Russian_Empire ,,,1884-01-01,,140
Charles_Solomon__u0028_racketeer_u0029_ ,gender ,Male_gender ,Russian_Empire ,,,,,
Charles_Solomon__u0028_racketeer_u0029_ ,nationality ,United_States ,Russian_Empire ,,,,,
Charles_T_u002E__Carpenter ,age ,165,Bedford_County_u002C__Tennessee ,,,1858-12-09,,165
Charles_T_u002E__Carpenter ,gender ,Male_gender ,Bedford_County_u002C__Tennessee ,,,,,
Charles_T_u002E__Carpenter ,nationality ,United_States ,Bedford_County_u002C__Tennessee ,,,,,
Charles_Warburton_Meredith ,alumniOf ,Wynberg_Boys_u0027__High_School ,Wynberg_u002C__Cape_Town ,,,,,
Charles_Warburton_Meredith ,award ,Knight_Commander_Of_The_Order_Of_The_British_Empire_Q12201445_generic_instance ,Wynberg_u002C__Cape_Town ,,,,,
Charles_Warburton_Meredith ,award ,Air_Force_Cross__u0028_United_Kingdom_u0029_ ,Wynberg_u002C__Cape_Town ,,,,,
Charles_Warburton_Meredith ,age ,128,Wynberg_u002C__Cape_Town ,,,1896-01-01,,128
Charles_Warburton_Meredith ,gender ,Male_gender ,Wynberg_u002C__Cape_Town ,,,,,
Charles_Warburton_Meredith ,knowsLanguage ,English_language_generic_instance ,Wynberg_u002C__Cape_Town ,,,,,
Charles_Warburton_Meredith ,nationality ,South_Africa ,Wynberg_u002C__Cape_Town ,,,,,
Charles_Woodruff__u0028_general_u0029_ ,alumniOf ,United_States_Military_Academy ,Burke_u002C__Vermont ,,,,,
Charles_Woodruff__u0028_general_u0029_ ,alumniOf ,St_u002E__Johnsbury_Academy ,Burke_u002C__Vermont ,,,,,
Charles_Woodruff__u0028_general_u0029_ ,alumniOf ,Bryant__u0026__Stratton_College ,Burke_u002C__Vermont ,,,,,
Charles_Woodruff__u0028_general_u0029_ ,alumniOf ,Lyndon_Institute ,Burke_u002C__Vermont ,,,,,
Charles_Woodruff__u0028_general_u0029_ ,age ,178,Burke_u002C__Vermont ,,,1845-04-26,,178
Charles_Woodruff__u0028_general_u0029_ ,gender ,Male_gender ,Burke_u002C__Vermont ,,,,,
Charles_Woodruff__u0028_general_u0029_ ,nationality ,United_States ,Burke_u002C__Vermont ,,,,,
Charles_Zitting ,age ,140,Harrisville_u002C__Utah ,,,1884-03-30,,140
Charles_Zitting ,gender ,Male_gender ,Harrisville_u002C__Utah ,,,,,
Cheryl_Sullenger ,age ,69,United_States ,,,1955-01-01,,69
Cheryl_Sullenger ,gender ,Female__u0028_gender_u0029_ ,United_States ,,,,,
Chewang_Rinchen ,award ,Maha_Vir_Chakra_generic_instance ,Nubra ,,,,,
Chewang_Rinchen ,age ,93,Nubra ,,,1931-01-01,,93
Chewang_Rinchen ,gender ,Male_gender ,Nubra ,,,,,
Chewang_Rinchen ,nationality ,India ,Nubra ,,,,,
Chief_Menominee ,age ,233,Twin_Lakes_u002C__Indiana ,,,1791-01-01,,233
Chief_Menominee ,gender ,Male_gender ,Twin_Lakes_u002C__Indiana ,,,,,
Chief_Menominee ,nationality ,United_States ,Twin_Lakes_u002C__Indiana ,,,,,
Camilo_Ruspoli_u002C__4th_Duke_of_Alcudia_and_Sueca ,age ,119,Madrid ,,,1904-06-05,,119
Camilo_Ruspoli_u002C__4th_Duke_of_Alcudia_and_Sueca ,gender ,Male_gender ,Madrid ,,,,,
Camilo_Ruspoli_u002C__4th_Duke_of_Alcudia_and_Sueca ,knowsLanguage ,Spanish_language_generic_instance ,Madrid ,,,,,
Carey_Cavanaugh ,alumniOf ,University_of_Florida ,Jacksonville_u002C__Florida ,,,,,
Carey_Cavanaugh ,alumniOf ,Duncan_U_u002E__Fletcher_High_School ,Jacksonville_u002C__Florida ,,,,,
Carey_Cavanaugh ,age ,69,Jacksonville_u002C__Florida ,,,1955-01-01,,69
Carey_Cavanaugh ,gender ,Male_gender ,Jacksonville_u002C__Florida ,,,,,
Carey_Cavanaugh ,memberOf ,Delta_Chi ,Jacksonville_u002C__Florida ,,,,,
Carey_Cavanaugh ,nationality ,United_States ,Jacksonville_u002C__Florida ,,,,,
Carey_Cavanaugh ,worksFor ,University_of_Kentucky ,Jacksonville_u002C__Florida ,,,,,
Carl_Ell ,alumniOf ,Harvard_University ,Staunton_u002C__Indiana ,,,,,
Carl_Ell ,alumniOf ,Massachusetts_Institute_of_Technology ,Staunton_u002C__Indiana ,,,,,
Carl_Ell ,alumniOf ,DePauw_University ,Staunton_u002C__Indiana ,,,,,
Carl_Ell ,alumniOf ,Harvard_Graduate_School_of_Education ,Staunton_u002C__Indiana ,,,,,
Carl_Ell ,age ,136,Staunton_u002C__Indiana ,,,1887-11-14,,136
Carl_Ell ,gender ,Male_gender ,Staunton_u002C__Indiana ,,,,,
Carl_Ell ,nationality ,United_States ,Staunton_u002C__Indiana ,,,,,
Carl_Hoff ,award ,German_Cross_In_Gold_Q17412908_generic_instance ,Strasbourg ,,,,,
Carl_Hoff ,award ,Knight_u0027_s_Cross_of_the_Iron_Cross_generic_instance ,Strasbourg ,,,,,
Carl_Hoff ,age ,109,Strasbourg ,,,1915-01-11,,109
Carl_Hoff ,gender ,Male_gender ,Strasbourg ,,,,,
Carl_Spielvogel ,alumniOf ,Zicklin_School_of_Business ,New_York_City ,,,,,
Carl_Spielvogel ,age ,95,New_York_City ,,,1928-12-27,,95
Carl_Spielvogel ,gender ,Male_gender ,New_York_City ,,,,,
Carl_Spielvogel ,nationality ,United_States ,New_York_City ,,,,,
Carmela_Carvajal ,age ,171,Quillota ,,,1852-07-16,,171
Carmela_Carvajal ,gender ,Female__u0028_gender_u0029_ ,Quillota ,,,,,
Carmela_Carvajal ,knowsLanguage ,Spanish_language_generic_instance ,Quillota ,,,,,
Edward_B_u002E__Lawson ,knowsLanguage ,English_language_generic_instance ,Newport_u002C__Tennessee ,,,,,
Edward_B_u002E__Lawson ,nationality ,United_States ,Newport_u002C__Tennessee ,,,,,
Hassan_al-Qazwini ,age ,60,Karbala ,,,1964-01-01,,60
Hassan_al-Qazwini ,gender ,Male_gender ,Karbala ,,,,,
Hassan_al-Qazwini ,nationality ,Iraq ,Karbala ,,,,,
Kenneth_Mackenzie_u002C__3rd_Earl_of_Seaforth ,alumniOf ,University_of_Aberdeen ,Brahan_Castle ,,,,,
Kenneth_Mackenzie_u002C__3rd_Earl_of_Seaforth ,age ,389,Brahan_Castle ,,,1635-01-01,,389
Kenneth_Mackenzie_u002C__3rd_Earl_of_Seaforth ,gender ,Male_gender ,Brahan_Castle ,,,,,
Low_Kiok_Chiang ,age ,181,Shantou ,,,1843-01-01,,181
Low_Kiok_Chiang ,gender ,Male_gender ,Shantou ,,,,,
Madhavendra_Puri ,age ,604,India ,,,1420-01-01,,604
Madhavendra_Puri ,gender ,Male_gender ,India ,,,,,
Mansur_Khan__u0028_Moghul_Khan_u0029_ ,age ,540,Moghulistan ,,,1484-01-01,,540
Mansur_Khan__u0028_Moghul_Khan_u0029_ ,gender ,Male_gender ,Moghulistan ,,,,,
Maria_Alekseyevna_of_Russia ,gender ,Female__u0028_gender_u0029_ ,Moscow ,,,,,
Iacopo_II_Appiani ,age ,624,Piombino ,,,1400-01-01,,624
Iacopo_II_Appiani ,gender ,Male_gender ,Piombino ,,,,,
Jean_Charles_Pallavicini ,age ,112,Desio ,,,1911-04-14,,112
Jean_Charles_Pallavicini ,gender ,Male_gender ,Desio ,,,,,
Jean_Charles_Pallavicini ,knowsLanguage ,Italian_language_generic_instance ,Desio ,,,,,
Jean_Charles_Pallavicini ,nationality ,Italy ,Desio ,,,,,
Muhammad_ibn_Zayd ,gender ,Male_gender ,Medina ,,,,,
Polissena_Sforza ,age ,596,Fermo ,,,1428-01-01,,596
Polissena_Sforza ,gender ,Female__u0028_gender_u0029_ ,Fermo ,,,,,
Prince_Gabriel_of_Bourbon-Two_Sicilies ,award ,Knight_Of_The_Order_Of_The_Golden_Fleece_Q15117228_generic_instance ,Cannes ,,,,,
Prince_Gabriel_of_Bourbon-Two_Sicilies ,award ,Grand_Cross_Of_The_Order_Of_Charles_Iii_Q20866649_generic_instance ,Cannes ,,,,,
Prince_Gabriel_of_Bourbon-Two_Sicilies ,age ,127,Cannes ,,,1897-01-11,,127
Prince_Gabriel_of_Bourbon-Two_Sicilies ,gender ,Male_gender ,Cannes ,,,,,
Prince_Gabriel_of_Bourbon-Two_Sicilies ,knowsLanguage ,French_language_generic_instance ,Cannes ,,,,,
Prince_Gabriel_of_Bourbon-Two_Sicilies ,nationality ,France ,Cannes ,,,,,
Princess_Cecylia_Lubomirska ,age ,116,Poręba_Wielka_u002C__Oświęcim_County ,,,1907-06-28,,116
Princess_Cecylia_Lubomirska ,gender ,Female__u0028_gender_u0029_ ,Poręba_Wielka_u002C__Oświęcim_County ,,,,,
Princess_Cecylia_Lubomirska ,knowsLanguage ,Polish_language_generic_instance ,Poręba_Wielka_u002C__Oświęcim_County ,,,,,
Princess_Cecylia_Lubomirska ,nationality ,Poland ,Poręba_Wielka_u002C__Oświęcim_County ,,,,,
Cajemé ,age ,188,Hermosillo ,,,1835-05-14,,188
Cajemé ,gender ,Male_gender ,Hermosillo ,,,,,
Cajemé ,knowsLanguage ,Spanish_language_generic_instance ,Hermosillo ,,,,,
Gianni_Nicchi ,age ,43,Turin ,,,1981-02-16,,43
Gianni_Nicchi ,gender ,Male_gender ,Turin ,,,,,
Gianni_Nicchi ,knowsLanguage ,Italian_language_generic_instance ,Turin ,,,,,
Gianni_Nicchi ,nationality ,Italy ,Turin ,,,,,
Giovanni_Strangio ,age ,45,Siderno ,,,1979-01-03,,45
Giovanni_Strangio ,gender ,Male_gender ,Siderno ,,,,,
Giovanni_Strangio ,knowsLanguage ,Italian_language_generic_instance ,Siderno ,,,,,
Giovanni_Strangio ,nationality ,Italy ,Siderno ,,,,,
Giuditta_Tavani_Arquati ,age ,193,Rome ,,,1830-04-30,,193
Giuditta_Tavani_Arquati ,gender ,Female__u0028_gender_u0029_ ,Rome ,,,,,
Giulia_Civita_Franceschi ,age ,154,Naples ,,,1870-01-01,,154
Giulia_Civita_Franceschi ,gender ,Female__u0028_gender_u0029_ ,Naples ,,,,,
Giulia_Civita_Franceschi ,knowsLanguage ,Italian_language_generic_instance ,Naples ,,,,,
Giulia_Civita_Franceschi ,nationality ,Italy ,Naples ,,,,,
Giuseppe_Guttadauro ,nationality ,Italy ,Bagheria ,,,,,
Herro_Mustafa ,knowsLanguage ,Kurdish_languages_generic_instance ,Erbil ,,,,,
Herro_Mustafa ,nationality ,United_States ,Erbil ,,,,,
Juliette_Montague_Cooke ,alumniOf ,Amherst_College ,Franklin_County_u002C__Massachusetts ,,,,,
Juliette_Montague_Cooke ,age ,212,Franklin_County_u002C__Massachusetts ,,,1812-03-10,,212
Juliette_Montague_Cooke ,gender ,Female__u0028_gender_u0029_ ,Franklin_County_u002C__Massachusetts ,,,,,
Angharad_ferch_Meurig ,age ,1223,Wales ,,,0801-01-01,,1223
Angharad_ferch_Meurig ,gender ,Female__u0028_gender_u0029_ ,Wales ,,,,,
Angharad_ferch_Meurig ,knowsLanguage ,English_language_generic_instance ,Wales ,,,,,
Angharad_ferch_Meurig ,nationality ,Wales ,Wales ,,,,,
Aníbal_Meléndez_Rivera ,alumniOf ,University_of_Puerto_Rico_at_Humacao ,Naguabo_u002C__Puerto_Rico ,,,,,
Aníbal_Meléndez_Rivera ,age ,76,Naguabo_u002C__Puerto_Rico ,,,1948-02-11,,76
Aníbal_Meléndez_Rivera ,gender ,Male_gender ,Naguabo_u002C__Puerto_Rico ,,,,,
Aníbal_Meléndez_Rivera ,memberOf ,New_Progressive_Party__u0028_Puerto_Rico_u0029_ ,Naguabo_u002C__Puerto_Rico ,,,,,
Aníbal_Meléndez_Rivera ,nationality ,United_States ,Naguabo_u002C__Puerto_Rico ,,,,,
Ann_Comerford ,gender ,Female__u0028_gender_u0029_ ,County_Cork ,,,,,
Anna_of_Trebizond_u002C__Queen_of_Georgia ,age ,666,Trabzon ,,,1357-04-06,,666
Anna_of_Trebizond_u002C__Queen_of_Georgia ,gender ,Female__u0028_gender_u0029_ ,Trabzon ,,,,,
Anne_Plunkett ,gender ,Female__u0028_gender_u0029_ ,Armidale ,,,,,
Anne_Plunkett ,knowsLanguage ,English_language_generic_instance ,Armidale ,,,,,
Almon_Glenn_Braswell ,age ,81,Albany_u002C__Georgia ,,,1943-03-11,,81
Almon_Glenn_Braswell ,gender ,Male_gender ,Albany_u002C__Georgia ,,,,,
Almon_Glenn_Braswell ,nationality ,United_States ,Albany_u002C__Georgia ,,,,,
Anthony_Wotton ,alumniOf ,Eton_College ,London ,,,,,
Anthony_Wotton ,alumniOf ,King_u0027_s_College_u002C__Cambridge ,London ,,,,,
Anthony_Wotton ,age ,463,London ,,,1561-01-01,,463
Anthony_Wotton ,gender ,Male_gender ,London ,,,,,
Anton_Donnhauser ,award ,German_Cross_In_Gold_Q17412908_generic_instance ,Vienna ,,,,,
Anton_Donnhauser ,award ,Knight_u0027_s_Cross_of_the_Iron_Cross_generic_instance ,Vienna ,,,,,
Anton_Donnhauser ,age ,111,Vienna ,,,1913-04-08,,111
Anton_Donnhauser ,gender ,Male_gender ,Vienna ,,,,,
Anton_Donnhauser ,nationality ,Austria ,Vienna ,,,,,
Anton_Geiser ,age ,99,Selci_Đakovački ,,,1924-10-17,,99
Anton_Geiser ,gender ,Male_gender ,Selci_Đakovački ,,,,,
Antoni_Klawiter ,age ,184,Chojnice ,,,1839-11-12,,184
Antoni_Klawiter ,gender ,Male_gender ,Chojnice ,,,,,
Antoni_Klawiter ,nationality ,United_States ,Chojnice ,,,,,
Antoni_Petrykiewicz ,age ,119,Dubliany_u002C__Lviv_Raion_u002C__Lviv_Oblast ,,,1905-01-01,,119
Antoni_Petrykiewicz ,gender ,Male_gender ,Dubliany_u002C__Lviv_Raion_u002C__Lviv_Oblast ,,,,,
Antonia_Martínez ,age ,74,Arecibo_u002C__Puerto_Rico ,,,1949-04-22,,74
Antonia_Martínez ,gender ,Female__u0028_gender_u0029_ ,Arecibo_u002C__Puerto_Rico ,,,,,
Antonia_Martínez ,nationality ,United_States ,Arecibo_u002C__Puerto_Rico ,,,,,
Antony_Ferdinand_Kilbourn ,age ,129,Brooklyn ,,,1894-06-24,,129
Antony_Ferdinand_Kilbourn ,gender ,Male_gender ,Brooklyn ,,,,,
Death_of_Joe_Cinque ,alumniOf ,University_of_Sydney ,India ,,,,,
Death_of_Joe_Cinque ,age ,51,India ,,,1972-09-03,,51
Death_of_Joe_Cinque ,gender ,Female__u0028_gender_u0029_ ,India ,,,,,
Disappearance_of_Ann_Gotlib ,age ,52,Russia ,,,1971-05-05,,52
Disappearance_of_Ann_Gotlib ,gender ,Female__u0028_gender_u0029_ ,Russia ,,,,,
Disappearance_of_Ann_Gotlib ,knowsLanguage ,Russian_language_generic_instance ,Russia ,,,,,
Disappearance_of_Ann_Gotlib ,nationality ,Russia ,Russia ,,,,,
Przemysław_Potocki ,age ,219,Tulchyn ,,,1805-01-01,,219
Przemysław_Potocki ,gender ,Male_gender ,Tulchyn ,,,,,
Archibald_Boyd ,alumniOf ,Trinity_College_Dublin ,Derry ,,,,,
Archibald_Boyd ,age ,221,Derry ,,,1803-01-01,,221
Archibald_Boyd ,gender ,Male_gender ,Derry ,,,,,
Baber_Shumsher_Jung_Bahadur_Rana ,award ,Knight_Grand_Cross_Of_The_Royal_Victorian_Order_Q12192290_generic_instance ,Kathmandu ,,,,,
Baber_Shumsher_Jung_Bahadur_Rana ,award ,Legionnaire_Of_Legion_Of_Merit_Q17231624_generic_instance ,Kathmandu ,,,,,
Baber_Shumsher_Jung_Bahadur_Rana ,award ,Knight_Grand_Cross_Of_The_Order_Of_The_British_Empire_Q12201378_generic_instance ,Kathmandu ,,,,,
Baber_Shumsher_Jung_Bahadur_Rana ,age ,136,Kathmandu ,,,1888-01-27,,136
Baber_Shumsher_Jung_Bahadur_Rana ,gender ,Male_gender ,Kathmandu ,,,,,
Bal_Narsingh_Kunwar ,age ,241,Borlang ,,,1783-02-02,,241
Bal_Narsingh_Kunwar ,gender ,Male_gender ,Borlang ,,,,,
Balım_Sultan ,age ,567,Didymoteicho ,,,1457-01-01,,567
Balım_Sultan ,gender ,Male_gender ,Didymoteicho ,,,,,
Barbara_S_u002E__Pope ,alumniOf ,George_Washington_University ,Pittsburgh ,,,,,
Barbara_S_u002E__Pope ,alumniOf ,Wesleyan_College ,Pittsburgh ,,,,,
Barbara_S_u002E__Pope ,age ,72,Pittsburgh ,,,1951-11-10,,72
Barbara_S_u002E__Pope ,gender ,Female__u0028_gender_u0029_ ,Pittsburgh ,,,,,
Barbara_Salt ,award ,Dame_Commander_Of_The_Order_Of_The_British_Empire_Q12201434_generic_instance ,Oroville_u002C__California ,,,,,
Barbara_Salt ,age ,119,Oroville_u002C__California ,,,1904-09-30,,119
Barbara_Salt ,gender ,Female__u0028_gender_u0029_ ,Oroville_u002C__California ,,,,,
Barbara_Salt ,knowsLanguage ,English_language_generic_instance ,Oroville_u002C__California ,,,,,
Barbara_Salt ,worksFor ,Foreign_u002C__Commonwealth_and_Development_Office ,Oroville_u002C__California ,,,,,
Barbro_Owens-Kirkpatrick ,alumniOf ,Princeton_University ,Helsinki ,,,,,
Barbro_Owens-Kirkpatrick ,alumniOf ,Princeton_School_of_Public_and_International_Affairs ,Helsinki ,,,,,
Barbro_Owens-Kirkpatrick ,age ,77,Helsinki ,,,1946-12-25,,77
Barbro_Owens-Kirkpatrick ,gender ,Female__u0028_gender_u0029_ ,Helsinki ,,,,,
Barbro_Owens-Kirkpatrick ,nationality ,United_States ,Helsinki ,,,,,
Barry_Austin ,age ,55,Chelmsley_Wood ,,,1968-09-17,,55
Barry_Austin ,gender ,Male_gender ,Chelmsley_Wood ,,,,,
Barry_Austin ,knowsLanguage ,English_language_generic_instance ,Chelmsley_Wood ,,,,,
Barry_H_u002E__Corey ,alumniOf ,Boston_College ,Massachusetts ,,,,,
Barry_H_u002E__Corey ,alumniOf ,Evangel_University ,Massachusetts ,,,,,
Barry_H_u002E__Corey ,age ,62,Massachusetts ,,,1961-11-28,,62
Barry_H_u002E__Corey ,gender ,Male_gender ,Massachusetts ,,,,,
Barry_H_u002E__Corey ,nationality ,United_States ,Massachusetts ,,,,,
Barry_H_u002E__Corey ,worksFor ,Biola_University ,Massachusetts ,,,,,
Barry_Swanson ,age ,74,Chicago ,,,1950-04-04,,74
Barry_Swanson ,gender ,Male_gender ,Chicago ,,,,,
Barry_Swanson ,memberOf ,The_Salvation_Army ,Chicago ,,,,,
Barry_Swanson ,nationality ,United_States ,Chicago ,,,,,
Barry_Weiss ,alumniOf ,Cornell_University ,Demarest_u002C__New_Jersey ,,,,,
Barry_Weiss ,alumniOf ,Syosset_High_School ,Demarest_u002C__New_Jersey ,,,,,
Barry_Weiss ,age ,65,Demarest_u002C__New_Jersey ,,,1959-02-11,,65
Barry_Weiss ,gender ,Male_gender ,Demarest_u002C__New_Jersey ,,,,,
Barry_Weiss ,memberOf ,Sigma_Pi ,Demarest_u002C__New_Jersey ,,,,,
Barry_Weiss ,nationality ,United_States ,Demarest_u002C__New_Jersey ,,,,,
Bartholomew_Diggins ,award ,Medal_of_Honor_generic_instance ,County_Kerry ,,,,,
Bartholomew_Diggins ,age ,179,County_Kerry ,,,1844-10-09,,179
Bartholomew_Diggins ,gender ,Male_gender ,County_Kerry ,,,,,
Joseph_u002C__Hereditary_Prince_of_Hesse-Rotenburg ,knowsLanguage ,German_language_generic_instance ,Bad_Schwalbach ,,,,,
Joseph_u002C__Hereditary_Prince_of_Hesse-Rotenburg ,nationality ,Germany ,Bad_Schwalbach ,,,,,
Lord_Henry_Arthur_George_Somerset ,age ,172,Troy_House ,,,1851-11-17,,172
Lord_Henry_Arthur_George_Somerset ,gender ,Male_gender ,Troy_House ,,,,,
Maria_Alekseyevna_of_Russia ,age ,364,Moscow ,,,1660-01-28,,364
Maria_Alekseyevna_of_Russia ,knowsLanguage ,Old_East_Slavic_generic_instance ,Moscow ,,,,,
Mikhail_Plisetski ,age ,125,Gomel ,,,1899-01-01,,125
Mikhail_Plisetski ,gender ,Male_gender ,Gomel ,,,,,
Mir_Hussein_bin_Haydar ,age ,227,Bukhara ,,,1797-01-01,,227
Mir_Hussein_bin_Haydar ,gender ,Male_gender ,Bukhara ,,,,,
Mir_Hussein_bin_Haydar ,nationality ,Uzbekistan ,Bukhara ,,,,,
Oleg_II_of_Ryazan ,age ,674,Ryazan ,,,1350-01-01,,674
Oleg_II_of_Ryazan ,gender ,Male_gender ,Ryazan ,,,,,
Owen_O_u0027_Malley ,alumniOf ,Magdalen_College_u002C__Oxford ,Eastbourne ,,,,,
Owen_O_u0027_Malley ,alumniOf ,Rugby_School ,Eastbourne ,,,,,
Owen_O_u0027_Malley ,alumniOf ,Radley_College ,Eastbourne ,,,,,
Owen_O_u0027_Malley ,award ,Knight_Commander_Of_The_Order_Of_St_Michael_And_St_George_Q12177415_generic_instance ,Eastbourne ,,,,,
Owen_O_u0027_Malley ,age ,136,Eastbourne ,,,1887-05-04,,136
Owen_O_u0027_Malley ,gender ,Male_gender ,Eastbourne ,,,,,
Owen_O_u0027_Malley ,knowsLanguage ,English_language_generic_instance ,Eastbourne ,,,,,
Pedro_Moraes_Trindade ,age ,74,Salvador_u002C__Bahia ,,,1950-02-09,,74
Pedro_Moraes_Trindade ,gender ,Male_gender ,Salvador_u002C__Bahia ,,,,,
Pedro_Moraes_Trindade ,knowsLanguage ,Portuguese_language_generic_instance ,Salvador_u002C__Bahia ,,,,,
Pedro_Moraes_Trindade ,nationality ,Brazil ,Salvador_u002C__Bahia ,,,,,
Radosław_Kujawa ,alumniOf ,University_of_Wrocław ,Poland ,,,,,
Radosław_Kujawa ,award ,Officer_Of_The_Order_Of_Polonia_Restituta_Q15715251_generic_instance ,Poland ,,,,,
Radosław_Kujawa ,award ,Silver_Cross_Of_Merit_Q21954203_generic_instance ,Poland ,,,,,
Radosław_Kujawa ,age ,59,Poland ,,,1965-01-01,,59
Radosław_Kujawa ,gender ,Male_gender ,Poland ,,,,,
Radosław_Kujawa ,knowsLanguage ,Polish_language_generic_instance ,Poland ,,,,,
Radosław_Kujawa ,nationality ,Poland ,Poland ,,,,,
Sergey_Lazarevich_Lashkarev ,award ,Order_Of_St_U002E__Vladimir_U002C__4Th_Class_Q21148960_generic_instance ,Moscow ,,,,,
Sergey_Lazarevich_Lashkarev ,award ,Order_Of_St_U002E__Vladimir_U002C__3Rd_Class_Q19344818_generic_instance ,Moscow ,,,,,
Sergey_Lazarevich_Lashkarev ,age ,285,Moscow ,,,1739-02-23,,285
Sergey_Lazarevich_Lashkarev ,gender ,Male_gender ,Moscow ,,,,,
Shah_Khan ,gender ,Male_gender ,Moghulistan ,,,,,
Sonomyn_Luvsan ,award ,Order_of_the_Red_Banner_of_Labour ,Mongolia ,,,,,
Sonomyn_Luvsan ,age ,112,Mongolia ,,,1912-01-01,,112
Sonomyn_Luvsan ,gender ,Male_gender ,Mongolia ,,,,,
Sonomyn_Luvsan ,knowsLanguage ,Mongolian_language_generic_instance ,Mongolia ,,,,,
Sonomyn_Luvsan ,memberOf ,Mongolian_People_u0027_s_Party ,Mongolia ,,,,,
Sonomyn_Luvsan ,nationality ,Mongolia ,Mongolia ,,,,,
